name,group,id,Niacin (mg),Pantothenic acid (mg),Vitamin B-6 (mg),"Folate, total (mcg)",Vitamin B-12 (mcg),"Choline, total (mg)",Menaquinone-4 (mcg),Dihydrophylloquinone (mcg),Vitamin K (phylloquinone) (mcg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)",Betaine (mg),Tryptophan (g),Threonine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Cystine (g),Phenylalanine (g),Tyrosine (g),Valine (g),Arginine (g),Histidine (g),Alanine (g),Aspartic acid (g),Glutamic acid (g),Glycine (g),Proline (g),Serine (g),Hydroxyproline (g),"Vitamin E, added (mg)","Vitamin B-12, added (mcg)",Cholesterol (mg),"Fatty acids, total trans (g)","Fatty acids, total saturated (g)",4:0 (g),6:0 (g),8:0 (g),10:0 (g),12:0 (g),14:0 (g),16:0 (g),18:0 (g),20:0 (g),18:1 undifferentiated (g),18:2 undifferentiated (g),18:3 undifferentiated (g),20:4 undifferentiated (g)
"Apples, dried, sulfured, stewed, with added sugar",0900,09013,0.121,0.054,0.047,,,,,,,,,,,0.002,0.007,0.008,0.012,0.013,0.002,0.003,0.006,0.004,0.009,0.006,0.003,0.007,0.035,0.021,0.008,0.007,0.008,,,,,,0.011,,,,,,,0.009,,,0.003,0.017,0.004,
"Apples, dried, sulfured, stewed, without added sugar",0900,09012,0.129,0.057,0.05,,,3.8,,,0.7,,,,,0.002,0.008,0.008,0.013,0.013,0.002,0.003,0.006,0.004,0.01,0.007,0.003,0.008,0.037,0.022,0.008,0.007,0.009,,,,,,0.012,,,,,,,0.01,0.002,,0.003,0.018,0.004,
"Applesauce, canned, unsweetened, without added ascorbic acid (includes USDA commodity)",0900,09019,0.084,0.041,0.027,3,,2.2,,,0.5,,3,3,0.4,0.002,0.006,0.006,0.01,0.01,0.002,0.002,0.005,0.003,0.008,0.005,0.003,0.006,0.028,0.017,0.006,0.006,0.007,,,,,,0.008,,,,,,,0.007,,,0.002,0.012,0.003,
"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water without added ascorbic acid",0900,09018,0.038,0.063,0.033,,,1.8,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,0.018,,,,,,,0.016,0.002,,0.002,0.027,0.004,
"Salad dressing, mayonnaise, imitation, soybean without cholesterol",0400,04029,,,,,,0.7,,,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,5.5,2,,10.5,23,4.6,
"Salad dressing, mayonnaise, imitation, milk cream",0400,04028,0.054,0.194,0.021,3,0.23,,,,,,3,3,,0.03,0.095,0.127,0.206,0.166,0.053,0.019,0.101,0.101,0.141,0.076,0.057,0.072,0.159,0.439,0.049,0.203,0.114,,,,43,,2.8,,,,,0.1,0.4,1.2,1,,1.7,0.2,0.1,
"Cereals ready-to-eat, MALT-O-MEAL, Puffed Rice Cereal",0800,08492,52.3,1.098,0.233,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.297,,,,,,0.006,0.266,0.02,,0.251,0.311,0.066,
"Cereals ready-to-eat, MALT-O-MEAL, Honey Nut TOASTY O'S Cereal",0800,08491,23.37,0.538,2.67,881,2.32,,,,1.9,862,19,1484,,,,,,,,,,,,,,,,,,,,,,,,,0.435,,,,,0.006,0.004,0.383,0.021,,0.825,0.805,0.066,
"Cereals ready-to-eat, MALT-O-MEAL, CINNAMON TOASTERS",0800,08494,23.2,0.467,3.03,392,4.92,,,,5.2,373,19,653,,,,,,,,,,,,,,,,,,,,,,,1,1.08,1.67,,,0.005,,,0.008,0.843,0.758,,3.895,3.72,0.246,0.002
"Cereals ready-to-eat, MALT-O-MEAL, Cocoa DYNO-BITES",0800,08495,39.9,0.58,3.32,495,8.19,,,,0.4,491,4,839,,,,,,,,,,,,,,,,,,,,,,8.19,1,0.01,2.43,0.002,0.012,0.14,0.109,1.096,0.378,0.328,0.361,0.002,0.254,0.176,0.035,
"CAMPBELL Soup Company, CAMPBELL'S Red and White, Curly Noodle Soup, condensed",0600,06346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,0.397,,,,,,,,,,,,,
"Sauce, cheese sauce mix, dry",0600,06720,2.399,1.499,0.182,134,0.46,,,,,,134,134,,,,,,,,,,,,,,,,,,,,,,,23,,8.44,0.205,0.127,0.094,0.245,0.332,1.179,3.858,2.096,,6.497,0.825,0.134,0.024
"Soup, chicken mushroom chowder, chunky, ready-to-serve, single brand",0600,06726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1.15,,,,,,,,,,,,,
"Soup, chicken corn chowder, chunky, ready-to-serve, single brand",0600,06725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,1.75,,,,,,,,,,,,,
"Soup, potato ham chowder, chunky, ready-to-serve, single brand",0600,06728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,1.62,,,,,,,,,,,,,
"Soup, sirloin burger with vegetables, ready-to-serve, single brand",0600,06729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,1.33,,,,,,,,,,,,,
"Soup, tomato vegetable, dry, mix",0600,06099,4.625,0.848,0.3,60,,58,,,25,,60,60,,,,,,,,,,,,,,,,,,,,,,,3,,2.32,,,,,0.17,0.17,1.16,0.83,,1.83,0.5,,
"CAMPBELL Soup Company, CAMPBELL'S Red and White, Beef Broth, condensed",0600,06091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soup, onion, dry, mix",0600,06094,1.472,0.854,0.582,,,28.4,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,,,,,,,0.06,0.005,0.012,0.056,0.147,0.012,
"CAMPBELL Soup Company, CAMPBELL'S Red and White, Beef Consomme, condensed",0600,06097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young tom, meat and skin and giblets and neck, raw",0500,05253,4.334,0.943,0.41,22,1.55,,,,,,22,22,,0.226,0.891,1.023,1.588,1.842,0.57,0.226,0.803,0.77,1.064,1.434,0.608,1.29,1.964,3.244,1.221,0.952,0.899,,,,81,,2.05,,,,,0.01,0.05,1.31,0.48,,2.06,1.52,0.09,0.12
"Turkey, young hen, wing, meat and skin, cooked, roasted",0500,05252,6.084,0.57,0.41,5,0.33,,,,,,5,5,,0.295,1.175,1.329,2.08,2.416,0.75,0.312,1.056,1.002,1.4,1.938,0.797,1.778,2.616,4.279,1.854,1.371,1.197,,,,77,,3.68,,,,,0.01,0.1,2.41,0.81,,4.05,2.7,0.18,0.18
"Turkey, young hen, wing, meat and skin, raw",0500,05251,4.295,0.547,0.4,7,0.38,,,,,,7,7,,0.214,0.854,0.963,1.511,1.75,0.544,0.23,0.769,0.725,1.018,1.417,0.578,1.305,1.907,3.109,1.395,1.02,0.872,,,,65,,3.68,,,,,0.01,0.1,2.56,0.74,,4.53,2.84,0.2,0.1
"Turkey, young hen, leg, meat and skin, cooked, roasted",0500,05250,3.689,1.166,0.32,9,0.35,,,,,,9,9,,0.31,1.221,1.414,2.18,2.565,0.79,0.298,1.092,1.072,1.457,1.945,0.848,1.744,2.683,4.471,1.53,1.226,1.228,,,,82,,3.28,,,,,0.02,0.07,1.9,0.89,,2.48,2.43,0.12,0.26
"Turkey, young tom, meat only, raw",0500,05257,4.768,0.902,0.47,9,0.43,,,,,,9,9,,0.247,0.966,1.129,1.731,2.047,0.629,0.226,0.862,0.858,1.154,1.515,0.678,1.345,2.109,3.544,1.077,0.903,0.966,,,,68,,0.89,,,,,0.01,0.02,0.45,0.27,,0.47,0.6,0.02,0.11
"Turkey, young tom, meat and skin, cooked, roasted",0500,05256,4.9,0.879,0.42,7,0.36,,,,,,7,7,,0.31,1.226,1.407,2.181,2.553,0.789,0.309,1.099,1.064,1.462,1.98,0.844,1.792,2.707,4.478,1.694,1.31,1.239,,,,82,,2.64,,,,,0.01,0.06,1.61,0.65,,2.42,1.92,0.11,0.18
"Turkey, young tom, meat and skin, raw",0500,05255,4.295,0.805,0.41,8,0.4,,,,,,8,8,,0.226,0.892,1.024,1.588,1.858,0.574,0.225,0.8,0.775,1.064,1.442,0.614,1.305,1.971,3.26,1.236,0.955,0.902,,,,72,,2.1,,,,,0.01,0.05,1.35,0.48,,2.16,1.57,0.1,0.11
"Turkey, young tom, meat and skin and giblets and neck, cooked, roasted",0500,05254,4.759,0.972,0.41,20,1.27,,,,,,20,20,,0.31,1.223,1.404,2.177,2.53,0.784,0.309,1.101,1.057,1.459,1.967,0.836,1.77,2.694,4.454,1.67,1.303,1.233,,,,96,,2.58,,,,,0.01,0.06,1.57,0.64,,2.32,1.87,0.1,0.19
"Turkey, young tom, skin only, raw",0500,05259,1.568,0.263,0.07,4,0.25,,,,,,4,4,,0.106,0.472,0.426,0.777,0.79,0.265,0.22,0.447,0.301,0.557,1.021,0.254,1.074,1.184,1.646,2.112,1.235,0.538,,,,95,,9.02,,,,,,0.27,6.51,1.72,,11.86,7.16,0.53,0.09
"Turkey, young tom, meat only, cooked, roasted",0500,05258,5.265,0.968,0.47,8,0.38,,,,,,8,8,,0.333,1.306,1.527,2.339,2.767,0.85,0.305,1.165,1.16,1.559,2.048,0.916,1.818,2.851,4.791,1.456,1.221,1.306,,,,77,,1.54,,,,,0.01,0.03,0.78,0.46,,0.81,1.03,0.03,0.19
"Cheese, feta",0100,01019,0.991,0.967,0.424,32,1.69,15.4,,,1.8,,32,32,,0.2,0.637,0.803,1.395,1.219,0.368,0.083,0.675,0.668,1.065,0.47,0.397,0.639,0.779,2.421,0.097,1.378,1.169,,,,89,,14.946,0.775,0.573,0.546,1.977,1.159,2.761,5.151,1.488,,3.975,0.326,0.265,
"Cheese, edam",0100,01018,0.082,0.281,0.076,16,1.54,15.4,,,2.3,,16,16,,0.352,0.932,1.308,2.57,2.66,0.721,0.255,1.434,1.457,1.81,0.964,1.034,0.764,1.747,6.15,0.486,3.251,1.547,,,,89,,17.572,1,0.461,0.3,0.589,0.496,2.943,8.067,2.983,,6.911,0.418,0.247,
"Cheese, cottage, lowfat, 2% milkfat",0100,01015,0.108,0.253,0.022,10,0.45,16.3,,,,,10,10,0.6,0.156,0.532,0.629,1.188,0.994,0.286,0.07,0.614,0.643,0.796,0.529,0.346,0.409,0.963,2.769,0.236,1.308,0.68,,,,10,,0.979,0.062,0.014,0.013,0.037,0.04,0.15,0.443,0.197,,0.407,0.06,0.01,
"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",0100,01014,0.144,0.446,0.016,9,0.46,17.9,,,,,9,9,0.9,0.137,0.465,0.549,1.037,0.868,0.25,0.061,0.536,0.561,0.695,0.462,0.303,0.357,0.841,2.419,0.206,1.142,0.594,,,,7,,0.169,0.007,0.002,0.005,0.009,0.006,0.02,0.07,0.05,,0.067,0.003,,
"Cheese, cream",0100,01017,0.145,0.57,0.035,11,0.25,27.2,19.7,,2.9,,11,11,0.7,0.069,0.233,0.324,0.657,0.567,0.191,0.042,0.291,0.303,0.395,0.235,0.175,0.184,0.514,1.304,0.142,0.665,0.374,,,,110,,19.292,0.998,0.294,0.356,0.825,0.919,3.042,8.497,3.823,0.05,7.923,1.032,0.173,0.058
"Cheese, cottage, lowfat, 1% milkfat",0100,01016,0.128,0.215,0.068,12,0.63,17.5,,,0.1,,12,12,,0.138,0.55,0.728,1.274,1.002,0.373,0.115,0.668,0.66,0.767,0.565,0.412,0.643,0.839,2.684,0.27,1.435,0.695,,,,4,,0.645,0.033,0.007,0.008,0.019,0.016,0.107,0.308,0.116,,0.239,0.022,0.009,
"Cheese, colby",0100,01011,0.093,0.21,0.079,18,0.83,15.4,,,2.7,,18,18,,0.305,0.845,1.475,2.275,1.978,0.622,0.119,1.251,1.147,1.586,0.898,0.834,0.67,1.527,5.813,0.41,2.678,1.389,,,,95,,20.218,1.041,0.259,0.324,0.597,0.422,3.831,8.232,3.63,,7.813,0.676,0.277,
"Cheese, cheshire",0100,01010,0.08,0.413,0.074,18,0.83,,,,,,18,18,,0.3,0.832,1.451,2.238,1.945,0.612,0.117,1.231,1.128,1.56,0.883,0.821,0.659,1.502,5.718,0.403,2.634,1.366,,,,103,,19.475,0.966,0.488,0.258,0.554,0.5,3.075,9.052,3.7,,7.299,0.533,0.337,
"Cheese, cottage, creamed, with fruit",0100,01013,0.15,0.181,0.068,11,0.53,17.5,,,0.4,,11,11,,0.118,0.471,0.624,1.091,0.859,0.32,0.099,0.572,0.566,0.657,0.485,0.353,0.551,0.719,2.3,0.231,1.23,0.596,,,,13,,2.311,0.123,0.027,0.031,0.07,0.061,0.401,1.159,0.438,,0.899,0.088,0.037,
"Cheese, cottage, creamed, large or small curd",0100,01012,0.099,0.557,0.046,12,0.43,18.4,0.9,,,,12,12,0.7,0.147,0.5,0.591,1.116,0.934,0.269,0.066,0.577,0.604,0.748,0.497,0.326,0.384,0.905,2.603,0.222,1.229,0.639,,,,17,,1.718,0.109,0.025,0.023,0.064,0.07,0.263,0.778,0.345,,0.714,0.105,0.017,
"Plums, canned, heavy syrup, drained",0900,09379,0.291,,0.028,3,,0.8,,,6.4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,0.011,,,,,,,0.01,,,0.089,0.03,,
"Peaches, canned, heavy syrup, drained",0900,09370,0.625,0.024,0.013,9,,3.8,,,2.4,,9,9,0.3,0.005,0.009,0.01,0.016,0.017,0.005,0.007,0.011,0.008,0.012,0.01,0.007,0.016,0.238,0.032,0.012,0.01,0.018,,,,,,0.013,,,,,,,0.013,,,0.047,0.066,,
"Pears, canned, heavy syrup, drained",0900,09374,0.242,,0.014,1,,1.3,,,0.3,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,0.008,,,0.036,0.041,,
"Cereals ready-to-eat, KASHI ORGANIC PROMISE CINNAMON HARVEST",0800,08539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,
"Cereals ready-to-eat, KASHI, HEART TO HEART, Wild Blueberry",0800,08538,,,3.6,727,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,
"Cereals ready-to-eat, bran flakes, single brand",0800,08029,16.67,0.868,1.67,333,5,27.6,,,1.4,314,19,553,,,,,,,,,,,,,,,,,,,,,,5,,,0.4,,,0.007,,,0.004,0.348,0.022,,0.285,0.952,0.07,0.002
"Cereals ready-to-eat, KELLOGG, KELLOGG'S COMPLETE Wheat Flakes",0800,08028,69,34.5,7,1379,20.7,27.6,,,1.6,1360,19,2331,,,,,,,,,,,,,,,,,,,,,45.5,20.7,,,0.4,,,0.013,,,0.004,0.344,0.021,,0.479,1.028,0.069,0.003
"Cereals ready-to-eat, KELLOGG, SPECIAL K, Fruit & Yogurt",0800,08531,7,0.73,0.7,140,2.1,14.5,,,1.8,130,10,231,,,,,,,,,,,,,,,,,,,,,,2.1,,,1.5,,0.002,0.031,0.03,0.517,0.189,0.53,0.173,0.009,0.197,1.113,0.075,
"Cereals ready-to-eat, corn flakes, low sodium",0800,08022,0.42,0.123,0.063,33,,3,,,0.3,,32,32,,,,,,,,,,,,,,,,,,,,,,,,,0.041,,,,,,,0.034,0.005,,0.074,0.126,0.004,
"Cereals ready-to-eat, KELLOGG, KELLOGG'S Corn Flakes",0800,08020,24.4,0.079,3.44,480,9.47,3.9,,,,446,34,792,0.7,0.04,0.2,0.22,0.92,0.07,0.12,0.12,0.33,0.07,0.27,0.1,0.15,0.51,0.35,1.37,0.17,0.63,0.3,,,9.47,,,0.172,,,,,,,0.154,0.018,,0.099,0.271,0.018,
"Cereals ready-to-eat, GENERAL MILLS, WHEATIES Raisin Bran",0800,08026,18.2,0.651,1.82,364,5.5,16,,,1.4,323,41,590,,,,,,,,,,,,,,,,,,,,,,5.5,,,0.4,,,0.004,,,0.004,0.348,0.025,,0.16,0.597,0.046,
"Cereals ready-to-eat, Ralston Crispy Rice",0800,08025,28.967,0.317,1.937,606,5.45,8.4,,0.2,,602,4,1027,,0.095,0.286,0.301,0.593,0.171,0.141,0.131,0.402,0.241,0.437,0.538,0.166,0.422,1.115,1.381,0.326,0.412,0.367,,,5.45,,,0.36,,,,,,0.013,0.273,0.073,,0.243,0.293,,
"Babyfood, cereal, mixed, with honey, prepared with whole milk",0300,03704,6.26,0.443,0.067,11,0.3,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sausage, Italian, pork, cooked",0700,07089,4.165,,0.33,5,1.3,78.2,,,3.4,,5,5,4.2,0.161,0.792,0.731,1.343,1.522,0.486,0.201,0.67,0.577,0.804,1.182,0.577,1.121,1.666,2.768,1.214,0.932,0.775,,,,57,,9.655,,,,0.075,0.053,0.481,5.763,3.283,,11.516,3.037,0.47,
"Babyfood, fruit, apple and blueberry, junior",0300,03165,0.103,0.164,0.042,3,,3.2,,,8.8,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,0.024,,,,,,,0.018,0.004,,0.018,0.05,0.023,
"Babyfood, fruit, apple and blueberry, strained",0300,03164,0.12,0.163,0.037,4,,3.2,,,3.5,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,0.024,,,,,,,0.018,0.004,,0.018,0.05,0.023,
"Sauce, sweet and sour, prepared-from-recipe",0600,06285,1.178,0.057,0.087,10,,,,,1,,10,10,,,,,,,,,,,,,,,,,,,,,,,1,,0.144,,,,,,0.003,0.113,0.026,,0.212,0.107,0.011,
"Infant formula, PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, ready-to-feed (formerly WYETH-AYERST)",0300,03880,0.49,,0.04,5,0.13,10,,,5.3,5,,9,,,,,,,,,,,,,,,,,,,,,0.41,0.13,4,,1.6,,,0.09,0.07,0.48,0.23,0.47,0.25,,1.34,0.45,0.05,0.022
"Infant formula, PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, liquid concentrate, not reconstituted (formerly WYETH-AYERST)",0300,03881,0.99,,0.08,10,0.26,20,,,10.6,10,,17,,,,,,,,,,,,,,,,,,,,,0.83,0.26,8,,3.2,,,0.18,0.14,0.96,0.46,0.94,0.5,,2.68,0.9,0.1,0.044
"Infant formula, PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, powder (formerly WYETH-AYERST)",0300,03883,3.94,,0.33,39,1.02,81.7,,,43,39,,66,,,,,,,,,,,,,,,,,,,,,3.38,1.02,32,,12.761,,,0.731,0.563,3.872,1.817,3.783,1.995,,10.736,3.585,0.365,0.181
"Cream substitute, liquid, with lauric acid oil and sodium caseinate",0100,01068,,,,,,,,,,,,,,0.014,0.042,0.061,0.099,0.08,0.03,0.004,0.054,0.057,0.072,0.04,0.03,0.031,0.071,0.227,0.02,0.113,0.062,,,,,,9.304,,,0.349,0.277,6.614,1.001,0.432,0.597,,0.106,0.003,,
"Chicken, broilers or fryers, breast, meat only, cooked, roasted",0500,05064,13.712,0.965,0.6,4,0.34,85.3,,,0.3,,4,4,6.2,0.362,1.31,1.638,2.328,2.635,0.859,0.397,1.231,1.047,1.539,1.871,0.963,1.692,2.764,4.645,1.524,1.275,1.067,,,,85,,1.01,,,,,0.01,0.03,0.69,0.25,,1.04,0.59,0.03,0.06
"Chicken, broilers or fryers, breast, meat only, cooked, stewed",0500,05065,8.469,0.573,0.33,3,0.23,78.5,,,0.2,,3,3,5.7,0.339,1.224,1.53,2.175,2.462,0.802,0.371,1.15,0.978,1.437,1.748,0.9,1.581,2.583,4.34,1.424,1.192,0.997,,,,77,,0.85,,,,,0.01,0.03,0.58,0.21,,0.87,0.5,0.02,0.05
"Chicken, broilers or fryers, drumstick, meat and skin, raw",0500,05066,5.449,1.182,0.3,9,0.35,59.4,,,2.8,,9,9,7.8,0.218,0.802,0.979,1.416,1.59,0.519,0.254,0.754,0.63,0.942,1.194,0.576,1.101,1.718,2.839,1.154,0.89,0.675,,,,81,,2.39,,,,,0.02,0.07,1.74,0.5,,2.78,1.67,0.07,0.08
"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, batter",0500,05067,5.096,1.007,0.27,18,0.28,,,,,9,9,24,,0.252,0.903,1.108,1.618,1.74,0.581,0.3,0.877,0.719,1.075,1.336,0.646,1.226,1.905,3.496,1.287,1.109,0.803,,,,86,,4.14,,,,,0.02,0.09,2.71,1.26,,5.88,3.4,0.19,0.09
"Chicken, broilers or fryers, breast, meat and skin, cooked, roasted",0500,05060,12.71,0.936,0.56,4,0.32,72.8,,,0.3,,4,4,6.2,0.34,1.244,1.525,2.198,2.473,0.807,0.39,1.169,0.98,1.461,1.837,0.897,1.688,2.657,4.404,1.72,1.347,1.04,,,,84,,2.19,,,,,0.01,0.06,1.61,0.45,,2.51,1.41,0.06,0.07
"Chicken, broilers or fryers, breast, meat and skin, cooked, stewed",0500,05061,7.807,0.547,0.29,3,0.21,64.4,,,0.2,,3,3,5.5,0.312,1.143,1.401,2.019,2.272,0.741,0.359,1.074,0.9,1.342,1.689,0.824,1.552,2.441,4.046,1.586,1.24,0.956,,,,75,,2.08,,,,,0.01,0.06,1.54,0.42,,2.39,1.35,0.06,0.06
"Chicken, broilers or fryers, breast, meat only, raw",0500,05062,10.43,1.425,0.749,4,0.2,73.4,,,0.2,,4,4,9.5,0.267,0.952,1.042,1.757,2.042,0.552,0.222,0.857,0.765,1.099,1.436,0.791,1.239,1.997,3.145,0.94,0.675,0.81,,,,64,0.012,0.567,0.004,,,0.004,0.002,0.01,0.419,0.123,,0.646,0.309,0.015,0.041
"Chicken, broilers or fryers, breast, meat only, cooked, fried",0500,05063,14.782,1.04,0.64,4,0.37,95.9,,,2.4,,4,4,7,0.39,1.412,1.765,2.509,2.836,0.925,0.428,1.328,1.128,1.659,2.015,1.037,1.823,2.976,5.024,1.641,1.381,1.152,,,,91,,1.29,,,,,0.01,0.03,0.85,0.37,,1.52,0.86,0.05,0.07
"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, flour",0500,05068,6.037,1.215,0.35,10,0.32,,,,,2,8,11,,0.307,1.12,1.371,1.983,2.214,0.725,0.356,1.058,0.882,1.318,1.663,0.806,1.531,2.393,4.027,1.592,1.255,0.948,,,,90,,3.66,,,,,0.02,0.09,2.5,0.97,,4.75,2.83,0.14,0.11
"Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted",0500,05069,5.994,1.211,0.34,8,0.32,64.1,,,4,,8,8,5.4,0.304,1.121,1.361,1.976,2.215,0.723,0.358,1.054,0.877,1.316,1.685,0.801,1.56,2.41,3.966,1.684,1.28,0.95,,,,91,,3.05,,,,,0.03,0.08,2.22,0.63,,3.5,2.14,0.09,0.12
"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt",0400,04620,0.016,,3.75,1,10.8,10.2,,,101.3,,1,1,8.1,,,,,,,,,,,,,,,,,,,,,,1,,12.086,0.014,0.006,0.009,0.072,0.2,0.164,6.359,4.756,,19.066,23.736,2.715,
"Margarine-like, vegetable oil spread, fat free, liquid, with salt",0400,04624,0.03,,0.01,2,0.11,12.4,,,0.3,,2,2,,,,,,,,,,,,,,,,,,,,,,,1,,0.416,0.003,,,,,0.005,0.343,0.06,,0.737,1.742,,
"Margarine-like spread with yogurt, approximately 40% fat, tub, with salt",0400,04627,0.03,,0.01,3,0.15,12.4,,,93,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,5.95,1.05,,9.45,15.04,1.75,
"Margarine-like spread with yogurt, 70% fat, stick, with salt",0400,04626,0.01,,0.05,1,0.06,12.4,,,93,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,9.8,3.5,,39.2,12.6,1.4,
"Margarine, margarine-type vegetable oil spread, 70% fat, soybean and partially hydrogenated soybean, stick",0400,04629,,,0.003,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,14.786,13.631,0.012,0.006,0.013,0.043,0.011,0.072,7.311,5.615,0.229,33.233,18.106,2.133,
"Margarine, 80% fat, stick, includes regular and hydrogenated corn and soybean oils",0400,04628,0.003,,,1,,,,103.8,75,,1,1,,,,,,,,,,,,,,,,,,,,,,,,14.89,15.189,,,,,,0.046,8.431,6.173,0.261,38.675,22.252,2.04,
"Apricots, dried, sulfured, stewed, without added sugar",0900,09033,0.915,0.211,0.051,3,,4.9,,,1.1,,3,3,,0.006,0.026,0.022,0.037,0.029,0.005,0.007,0.022,0.014,0.028,0.023,0.017,0.039,0.331,0.066,0.025,0.29,0.031,,,,,,0.006,,,,,,,0.006,,,0.026,0.026,,
"Apricots, dried, sulfured, uncooked",0900,09032,2.589,0.516,0.143,10,,13.9,,,3.1,,10,10,0.3,0.016,0.073,0.063,0.105,0.083,0.015,0.019,0.062,0.039,0.078,0.066,0.047,0.11,0.937,0.188,0.07,0.821,0.087,,,,,,0.017,,,,,,,0.017,,,0.074,0.074,,
"Apricots, dehydrated (low-moisture), sulfured, stewed",0900,09031,1.63,0.468,0.161,2,,,,,,,2,2,,0.034,0.07,0.059,0.113,0.134,0.01,0.006,0.08,0.045,0.07,0.075,0.032,0.095,0.442,0.195,0.06,0.116,0.111,,,,,,0.017,,,,,,,0.015,0.002,,0.105,0.047,,
"Apricots, dehydrated (low-moisture), sulfured, uncooked",0900,09030,3.58,1.067,0.52,4,,,,,,,4,4,,0.087,0.176,0.151,0.288,0.339,0.024,0.016,0.203,0.114,0.179,0.19,0.081,0.241,1.122,0.495,0.151,0.293,0.281,,,,,,0.043,,,,,,,0.037,0.005,,0.268,0.121,,
"Avocados, raw, all commercial varieties",0900,09037,1.738,1.389,0.257,81,,14.2,,,21,,81,81,0.7,0.025,0.073,0.084,0.143,0.132,0.038,0.027,0.097,0.049,0.107,0.088,0.049,0.109,0.236,0.287,0.104,0.098,0.114,,,,,,2.126,,,,,,,2.075,0.049,,9.066,1.674,0.125,
"Apricot nectar, canned, without added ascorbic acid",0900,09036,0.26,0.096,0.022,1,,1,,,1.2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,,,,0.005,,,0.038,0.017,,
"Apricots, frozen, sweetened",0900,09035,0.8,0.2,0.06,2,,,,,,,2,2,,0.008,0.024,0.02,0.039,0.049,0.003,0.002,0.026,0.015,0.024,0.022,0.013,0.034,0.157,0.079,0.02,0.051,0.042,,,,,,0.007,,,,,,,0.006,,,0.044,0.02,,
"Apricots, dried, sulfured, stewed, with added sugar",0900,09034,0.853,0.191,0.103,,,,,,,,,,,0.021,0.042,0.036,0.069,0.081,0.006,0.004,0.049,0.027,0.043,0.045,0.019,0.058,0.269,0.119,0.036,0.07,0.067,,,,,,0.01,,,,,,,0.009,,,0.064,0.029,,
"Avocados, raw, Florida",0900,09039,0.672,0.931,0.078,35,,,,,,,35,35,,0.028,0.082,0.094,0.16,0.147,0.042,0.031,0.108,0.054,0.12,0.099,0.055,0.121,0.264,0.321,0.116,0.11,0.128,,,,,,1.96,,,,,,,1.905,0.055,,4.689,1.58,0.096,
"Avocados, raw, California",0900,09038,1.912,1.463,0.287,89,,14.2,,,21,,89,89,0.7,0.025,0.072,0.083,0.141,0.129,0.037,0.027,0.095,0.048,0.105,0.087,0.048,0.106,0.232,0.282,0.102,0.096,0.112,,,,,,2.126,,,,,,,2.075,0.049,,9.066,1.674,0.125,
"Egg substitute, liquid or frozen, fat free",0100,01226,0.14,1.66,0.133,16,0.34,2.5,,,0.2,,16,16,,0.164,0.484,0.66,0.972,0.713,0.387,0.229,0.645,0.456,0.792,0.577,0.257,0.624,0.928,1.69,0.365,0.558,0.751,,,,,,,,,,,,,,,,,,,
